season,week,date,away_team,home_team,elo_diff_pre_game,p_home,predicted_winner,model_probability,actual_home_score,actual_away_score,actual_winner,correct
2017,3,2017-09-24,NO,CAR,98.18,0.6828,CAR,0.6828,13,34,NO,0
2017,3,2017-09-24,PIT,CHI,-328.79,0.1556,PIT,0.8444,23,17,CHI,0
2017,3,2017-09-24,ATL,DET,-77.09,0.4397,ATL,0.5603,26,30,ATL,1
2017,3,2017-09-24,CLE,IND,221.22,0.8138,IND,0.8138,31,28,IND,1
2017,3,2017-09-24,TB,MIN,110.88,0.6984,MIN,0.6984,34,17,MIN,1
2017,3,2017-09-24,HOU,NE,317.93,0.8841,NE,0.8841,36,33,NE,1
2017,3,2017-09-24,MIA,NYJ,-86.65,0.4262,MIA,0.5738,20,6,NYJ,0
2017,3,2017-09-24,NYG,PHI,41.1,0.6078,PHI,0.6078,27,24,PHI,1
2017,3,2017-09-24,SEA,TEN,-332.37,0.1529,SEA,0.8471,33,27,TEN,0
2017,3,2017-09-24,CIN,GB,56.21,0.6283,GB,0.6283,27,24,GB,1
2017,3,2017-09-24,KC,LAC,-211.08,0.2663,KC,0.7337,10,24,KC,1
2017,3,2017-09-25,LV,WAS,15.65,0.5724,WAS,0.5724,27,10,WAS,1
2017,3,2017-09-25,BAL,JAX,-288.49,0.1886,BAL,0.8114,44,7,JAX,0
2017,3,2017-09-26,DAL,ARI,2.53,0.5538,ARI,0.5538,17,28,DAL,0
2017,4,2017-09-29,CHI,GB,284.31,0.8627,GB,0.8627,35,14,GB,1
2017,4,2017-10-01,BUF,ATL,91.38,0.6743,ATL,0.6743,17,23,BUF,0
2017,4,2017-10-01,PIT,BAL,-134.21,0.361,PIT,0.639,9,26,PIT,1
2017,4,2017-10-01,CIN,CLE,-312.49,0.1684,CIN,0.8316,7,31,CIN,1
2017,4,2017-10-01,LAR,DAL,218.67,0.8116,DAL,0.8116,30,35,LAR,0
2017,4,2017-10-01,TEN,HOU,113.78,0.7019,HOU,0.7019,57,14,HOU,1
2017,4,2017-10-01,DET,MIN,16.69,0.5738,MIN,0.5738,7,14,DET,0
2017,4,2017-10-01,CAR,NE,233.28,0.8241,NE,0.8241,30,33,CAR,0
2017,4,2017-10-01,JAX,NYJ,106.44,0.693,NYJ,0.693,23,20,NYJ,1
2017,4,2017-10-01,SF,ARI,209.19,0.8031,ARI,0.8031,18,15,ARI,1
2017,4,2017-10-01,PHI,LAC,-100.63,0.4067,PHI,0.5933,24,26,PHI,1
2017,4,2017-10-01,NYG,TB,-82.44,0.4321,NYG,0.5679,25,23,TB,0
2017,4,2017-10-01,LV,DEN,229.95,0.8213,DEN,0.8213,16,10,DEN,1
2017,4,2017-10-02,IND,SEA,188.9,0.784,SEA,0.784,46,18,SEA,1
2017,4,2017-10-02,NO,MIA,-35.84,0.4988,NO,0.5012,0,20,NO,1
2017,4,2017-10-03,WAS,KC,198.96,0.7936,KC,0.7936,29,20,KC,1
2017,5,2017-10-06,NE,TB,-385.23,0.1175,NE,0.8825,14,19,NE,1
2017,5,2017-10-08,BUF,CIN,63.67,0.6383,CIN,0.6383,20,16,CIN,1
2017,5,2017-10-08,NYJ,CLE,-160.54,0.3268,NYJ,0.6732,14,17,NYJ,1
2017,5,2017-10-08,CAR,DET,-53.13,0.4739,CAR,0.5261,24,27,CAR,1
2017,5,2017-10-08,SF,IND,124.88,0.7151,IND,0.7151,26,23,IND,1
2017,5,2017-10-08,TEN,MIA,107.12,0.6938,MIA,0.6938,16,10,MIA,1
2017,5,2017-10-08,LAC,NYG,49.71,0.6196,NYG,0.6196,22,27,LAC,0
2017,5,2017-10-08,ARI,PHI,-31.52,0.505,PHI,0.505,34,7,PHI,1
2017,5,2017-10-08,JAX,PIT,366.77,0.9099,PIT,0.9099,9,30,JAX,0
2017,5,2017-10-08,SEA,LAR,-306.01,0.1736,SEA,0.8264,10,16,SEA,1
2017,5,2017-10-08,BAL,LV,-104.46,0.4013,BAL,0.5987,17,30,BAL,1
2017,5,2017-10-08,GB,DAL,-65.27,0.4565,GB,0.5435,31,35,GB,1
2017,5,2017-10-09,KC,HOU,-164.31,0.3221,KC,0.6779,34,42,KC,1
2017,5,2017-10-10,MIN,CHI,-167.01,0.3187,MIN,0.6813,17,20,MIN,1
2017,6,2017-10-13,PHI,CAR,22.09,0.5814,CAR,0.5814,23,28,PHI,0
2017,6,2017-10-15,MIA,ATL,127.84,0.7186,ATL,0.7186,17,20,MIA,0
2017,6,2017-10-15,CHI,BAL,179.88,0.775,BAL,0.775,24,27,CHI,0
2017,6,2017-10-15,CLE,HOU,234.5,0.8251,HOU,0.8251,33,17,HOU,1
2017,6,2017-10-15,GB,MIN,-127.13,0.3704,GB,0.6296,23,10,MIN,0
2017,6,2017-10-15,DET,NO,10.74,0.5655,NO,0.5655,52,38,NO,1
2017,6,2017-10-15,NE,NYJ,-371.08,0.1262,NE,0.8738,17,24,NE,1
2017,6,2017-10-15,SF,WAS,100.57,0.6858,WAS,0.6858,26,24,WAS,1
2017,6,2017-10-15,TB,ARI,143.06,0.7359,ARI,0.7359,38,33,ARI,1
2017,6,2017-10-15,LAR,JAX,-46.85,0.483,LAR,0.517,17,27,LAR,1
2017,6,2017-10-15,PIT,KC,14.73,0.5711,KC,0.5711,13,19,PIT,0
2017,6,2017-10-15,LAC,LV,-31.63,0.5048,LV,0.5048,16,17,LAC,0
2017,6,2017-10-16,NYG,DEN,178.81,0.774,DEN,0.774,10,23,NYG,0
2017,6,2017-10-17,IND,TEN,-136.95,0.3573,IND,0.6427,36,22,TEN,0
2017,7,2017-10-20,KC,LV,-254.55,0.2203,KC,0.7797,31,30,LV,0
2017,7,2017-10-22,TB,BUF,110.97,0.6985,BUF,0.6985,30,27,BUF,1
2017,7,2017-10-22,CAR,CHI,-215.22,0.2617,CAR,0.7383,17,3,CHI,0
2017,7,2017-10-22,TEN,CLE,-110.71,0.3927,TEN,0.6073,9,12,TEN,1
2017,7,2017-10-22,NO,GB,97.83,0.6824,GB,0.6824,17,26,NO,0
2017,7,2017-10-22,JAX,IND,148.39,0.7419,IND,0.7419,0,27,JAX,0
2017,7,2017-10-22,ARI,LAR,-165.39,0.3207,ARI,0.6793,33,0,LAR,0
2017,7,2017-10-22,NYJ,MIA,48.61,0.618,MIA,0.618,31,28,MIA,1
2017,7,2017-10-22,BAL,MIN,15.34,0.5719,MIN,0.5719,24,16,MIN,1
2017,7,2017-10-22,DAL,SF,-222.62,0.2535,DAL,0.7465,10,40,DAL,1
2017,7,2017-10-22,DEN,LAC,-191.93,0.2884,DEN,0.7116,21,0,LAC,0
2017,7,2017-10-22,SEA,NYG,-200.22,0.2787,SEA,0.7213,7,24,SEA,1
2017,7,2017-10-22,CIN,PIT,72.86,0.6504,PIT,0.6504,29,14,PIT,1
2017,7,2017-10-23,ATL,NE,212.2,0.8058,NE,0.8058,23,7,NE,1
2017,7,2017-10-24,WAS,PHI,108.71,0.6958,PHI,0.6958,34,24,PHI,1
2017,8,2017-10-27,MIA,BAL,40.55,0.607,BAL,0.607,40,0,BAL,1
2017,8,2017-10-29,LV,BUF,109.46,0.6967,BUF,0.6967,34,14,BUF,1
2017,8,2017-10-29,IND,CIN,134.81,0.7266,CIN,0.7266,24,23,CIN,1
2017,8,2017-10-29,LAC,NE,336.93,0.8948,NE,0.8948,21,13,NE,1
2017,8,2017-10-29,CHI,NO,176.4,0.7715,NO,0.7715,20,12,NO,1
2017,8,2017-10-29,ATL,NYJ,-161.68,0.3254,ATL,0.6746,20,25,ATL,1
2017,8,2017-10-29,SF,PHI,230.06,0.8214,PHI,0.8214,33,10,PHI,1
2017,8,2017-10-29,CAR,TB,-155.49,0.3332,CAR,0.6668,3,17,CAR,1
2017,8,2017-10-29,HOU,SEA,200.53,0.7951,SEA,0.7951,41,38,SEA,1
2017,8,2017-10-29,DAL,WAS,-131.87,0.3641,DAL,0.6359,19,33,DAL,1
2017,8,2017-10-30,PIT,DET,-162.11,0.3248,PIT,0.6752,15,20,PIT,1
2017,8,2017-10-30,MIN,CLE,-297.13,0.1811,MIN,0.8189,16,33,MIN,1
2017,8,2017-10-31,DEN,KC,38.92,0.6048,KC,0.6048,29,19,KC,1
2017,9,2017-11-03,BUF,NYJ,-112.74,0.39,BUF,0.61,34,21,NYJ,0
2017,9,2017-11-05,ATL,CAR,-19.86,0.5218,CAR,0.5218,20,17,CAR,1
2017,9,2017-11-05,IND,HOU,51.73,0.6223,HOU,0.6223,14,20,IND,0
2017,9,2017-11-05,CIN,JAX,-232.72,0.2427,CIN,0.7573,23,7,JAX,0
2017,9,2017-11-05,TB,NO,161.24,0.7558,NO,0.7558,30,10,NO,1
2017,9,2017-11-05,LAR,NYG,64.22,0.639,NYG,0.639,17,51,LAR,0
2017,9,2017-11-05,DEN,PHI,-28.08,0.51,PHI,0.51,51,23,PHI,1
2017,9,2017-11-05,BAL,TEN,-167.88,0.3176,BAL,0.6824,23,20,TEN,0
2017,9,2017-11-05,WAS,SEA,254.24,0.8409,SEA,0.8409,14,17,WAS,0
2017,9,2017-11-05,ARI,SF,-187.82,0.2932,ARI,0.7068,10,20,ARI,1
2017,9,2017-11-05,KC,DAL,-67.28,0.4537,KC,0.5463,28,17,DAL,0
2017,9,2017-11-06,LV,MIA,55.27,0.6271,MIA,0.6271,24,27,LV,0
2017,9,2017-11-07,DET,GB,122.28,0.7121,GB,0.7121,17,30,DET,0
2017,10,2017-11-10,SEA,ARI,-160.02,0.3275,SEA,0.6725,16,22,SEA,1
2017,10,2017-11-12,NO,BUF,-48.5,0.4806,NO,0.5194,10,47,NO,1
2017,10,2017-11-12,GB,CHI,-238.26,0.2368,GB,0.7632,16,23,GB,1
2017,10,2017-11-12,CLE,DET,273.65,0.8553,DET,0.8553,38,24,DET,1
2017,10,2017-11-12,PIT,IND,-222.1,0.2541,PIT,0.7459,17,20,PIT,1
2017,10,2017-11-12,LAC,JAX,-96.83,0.4119,LAC,0.5881,20,17,JAX,0
2017,10,2017-11-12,NYJ,TB,-41.98,0.49,NYJ,0.51,15,10,TB,0
2017,10,2017-11-12,CIN,TEN,-187.5,0.2936,CIN,0.7064,24,20,TEN,0
2017,10,2017-11-12,MIN,WAS,-98.93,0.409,MIN,0.591,30,38,MIN,1
2017,10,2017-11-12,HOU,LAR,-39.04,0.4942,HOU,0.5058,33,7,LAR,0
2017,10,2017-11-12,DAL,ATL,-25.69,0.5134,ATL,0.5134,27,7,ATL,1
2017,10,2017-11-12,NYG,SF,-121.38,0.3782,NYG,0.6218,31,21,SF,0
2017,10,2017-11-13,NE,DEN,-217.36,0.2593,NE,0.7407,16,41,NE,1
2017,10,2017-11-14,MIA,CAR,121.21,0.7108,CAR,0.7108,45,21,CAR,1
2017,11,2017-11-17,TEN,PIT,292.79,0.8684,PIT,0.8684,40,17,PIT,1
2017,11,2017-11-19,DET,CHI,-153.39,0.3359,DET,0.6641,24,27,DET,1
2017,11,2017-11-19,JAX,CLE,-131.08,0.3651,JAX,0.6349,7,19,JAX,1
2017,11,2017-11-19,BAL,GB,84.0,0.6649,GB,0.6649,0,23,BAL,0
2017,11,2017-11-19,ARI,HOU,-61.01,0.4626,ARI,0.5374,31,21,HOU,0
2017,11,2017-11-19,TB,MIA,45.4,0.6137,MIA,0.6137,20,30,TB,0
2017,11,2017-11-19,LAR,MIN,91.93,0.675,MIN,0.675,24,7,MIN,1
2017,11,2017-11-19,WAS,NO,141.43,0.7341,NO,0.7341,34,31,NO,1
2017,11,2017-11-19,KC,NYG,-207.58,0.2702,KC,0.7298,12,9,NYG,0
2017,11,2017-11-19,BUF,LAC,-31.94,0.5044,LAC,0.5044,54,24,LAC,1
2017,11,2017-11-19,CIN,DEN,22.7,0.5823,DEN,0.5823,17,20,CIN,0
2017,11,2017-11-19,NE,LV,-405.29,0.1061,NE,0.8939,8,33,NE,1
2017,11,2017-11-20,PHI,DAL,-9.16,0.5371,DAL,0.5371,9,37,PHI,0
2017,11,2017-11-21,ATL,SEA,100.09,0.6852,SEA,0.6852,31,34,ATL,0
2017,12,2017-11-23,MIN,DET,-41.55,0.4906,MIN,0.5094,23,30,MIN,1
2017,12,2017-11-23,LAC,DAL,88.59,0.6707,DAL,0.6707,6,28,LAC,0
2017,12,2017-11-24,NYG,WAS,-6.43,0.541,WAS,0.541,20,10,WAS,1
2017,12,2017-11-26,TB,ATL,196.24,0.791,ATL,0.791,34,20,ATL,1
2017,12,2017-11-26,CLE,CIN,326.91,0.8893,CIN,0.8893,30,16,CIN,1
2017,12,2017-11-26,TEN,IND,69.52,0.646,IND,0.646,16,20,TEN,0
2017,12,2017-11-26,BUF,KC,174.25,0.7693,KC,0.7693,10,16,BUF,0
2017,12,2017-11-26,MIA,NE,387.78,0.9194,NE,0.9194,35,17,NE,1
2017,12,2017-11-26,CAR,NYJ,-158.06,0.33,CAR,0.67,27,35,CAR,1
2017,12,2017-11-26,CHI,PHI,255.73,0.8421,PHI,0.8421,31,3,PHI,1
2017,12,2017-11-26,SEA,SF,-344.3,0.1442,SEA,0.8558,13,24,SEA,1
2017,12,2017-11-26,JAX,ARI,134.4,0.7261,ARI,0.7261,27,24,ARI,1
2017,12,2017-11-26,NO,LAR,-131.55,0.3645,NO,0.6355,26,20,LAR,0
2017,12,2017-11-26,DEN,LV,-167.5,0.3181,DEN,0.6819,21,14,LV,0
2017,12,2017-11-27,GB,PIT,88.37,0.6704,PIT,0.6704,31,28,PIT,1
2017,12,2017-11-28,HOU,BAL,75.07,0.6533,BAL,0.6533,23,16,BAL,1
2017,13,2017-12-01,WAS,DAL,94.62,0.6783,DAL,0.6783,38,14,DAL,1
2017,13,2017-12-03,MIN,ATL,32.08,0.5953,ATL,0.5953,9,14,MIN,0
2017,13,2017-12-03,DET,BAL,39.81,0.606,BAL,0.606,44,20,BAL,1
2017,13,2017-12-03,NE,BUF,-339.28,0.1478,NE,0.8522,3,23,NE,1
2017,13,2017-12-03,SF,CHI,17.7,0.5753,CHI,0.5753,14,15,SF,0
2017,13,2017-12-03,TB,GB,186.49,0.7816,GB,0.7816,26,20,GB,1
2017,13,2017-12-03,IND,JAX,-63.16,0.4596,IND,0.5404,30,10,JAX,0
2017,13,2017-12-03,DEN,MIA,-135.17,0.3597,DEN,0.6403,35,9,MIA,0
2017,13,2017-12-03,KC,NYJ,-215.38,0.2615,KC,0.7385,38,31,NYJ,0
2017,13,2017-12-03,HOU,TEN,-83.86,0.4301,HOU,0.5699,24,13,TEN,0
2017,13,2017-12-03,CLE,LAC,268.48,0.8516,LAC,0.8516,19,10,LAC,1
2017,13,2017-12-03,LAR,ARI,51.57,0.6221,ARI,0.6221,16,32,LAR,0
2017,13,2017-12-03,CAR,NO,-5.55,0.5423,NO,0.5423,31,21,NO,1
2017,13,2017-12-03,NYG,LV,-25.25,0.514,LV,0.514,24,17,LV,1
2017,13,2017-12-04,PHI,SEA,65.3,0.6405,SEA,0.6405,24,10,SEA,1
2017,13,2017-12-05,PIT,CIN,-119.91,0.3802,PIT,0.6198,20,23,PIT,1
2017,14,2017-12-08,NO,ATL,9.85,0.5642,ATL,0.5642,20,17,ATL,1
2017,14,2017-12-10,IND,BUF,49.88,0.6198,BUF,0.6198,13,7,BUF,1
2017,14,2017-12-10,MIN,CAR,-6.69,0.5406,CAR,0.5406,31,24,CAR,1
2017,14,2017-12-10,CHI,CIN,204.24,0.7985,CIN,0.7985,7,33,CHI,0
2017,14,2017-12-10,GB,CLE,-361.35,0.1325,GB,0.8675,21,27,GB,1
2017,14,2017-12-10,SF,HOU,112.55,0.7004,HOU,0.7004,16,26,SF,0
2017,14,2017-12-10,LV,KC,198.64,0.7933,KC,0.7933,26,15,KC,1
2017,14,2017-12-10,DAL,NYG,-125.78,0.3722,DAL,0.6278,10,30,DAL,1
2017,14,2017-12-10,DET,TB,-104.3,0.4016,DET,0.5984,21,24,DET,1
2017,14,2017-12-10,TEN,ARI,102.64,0.6883,ARI,0.6883,12,7,ARI,1
2017,14,2017-12-10,NYJ,DEN,110.28,0.6977,DEN,0.6977,23,0,DEN,1
2017,14,2017-12-10,WAS,LAC,61.96,0.636,LAC,0.636,30,13,LAC,1
2017,14,2017-12-10,SEA,JAX,-304.13,0.1752,SEA,0.8248,30,24,JAX,0
2017,14,2017-12-10,PHI,LAR,-134.44,0.3607,PHI,0.6393,35,43,PHI,1
2017,14,2017-12-11,BAL,PIT,116.62,0.7053,PIT,0.7053,39,38,PIT,1
2017,14,2017-12-12,NE,MIA,-371.96,0.1257,NE,0.8743,27,20,MIA,0
2017,15,2017-12-15,DEN,IND,-128.7,0.3683,DEN,0.6317,13,25,DEN,1
2017,15,2017-12-16,CHI,DET,125.81,0.7162,DET,0.7162,20,10,DET,1
2017,15,2017-12-17,LAC,KC,112.14,0.6999,KC,0.6999,30,13,KC,1
2017,15,2017-12-17,MIA,BUF,18.81,0.5768,BUF,0.5768,24,16,BUF,1
2017,15,2017-12-17,GB,CAR,-8.92,0.5375,CAR,0.5375,31,24,CAR,1
2017,15,2017-12-17,BAL,CLE,-340.42,0.147,BAL,0.853,10,27,BAL,1
2017,15,2017-12-17,HOU,JAX,-39.69,0.4933,HOU,0.5067,45,7,JAX,0
2017,15,2017-12-17,CIN,MIN,42.39,0.6096,MIN,0.6096,34,7,MIN,1
2017,15,2017-12-17,NYJ,NO,166.92,0.7618,NO,0.7618,31,19,NO,1
2017,15,2017-12-17,PHI,NYG,-203.45,0.2749,PHI,0.7251,29,34,PHI,1
2017,15,2017-12-17,ARI,WAS,-74.82,0.4429,ARI,0.5571,20,15,WAS,0
2017,15,2017-12-17,LAR,SEA,212.43,0.806,SEA,0.806,7,42,LAR,0
2017,15,2017-12-17,NE,PIT,-120.24,0.3797,NE,0.6203,24,27,NE,1
2017,15,2017-12-17,TEN,SF,-35.9,0.4987,TEN,0.5013,25,23,SF,0
2017,15,2017-12-18,DAL,LV,-150.01,0.3403,DAL,0.6597,17,20,DAL,1
2017,15,2017-12-19,ATL,TB,-209.19,0.2684,ATL,0.7316,21,24,ATL,1
2017,16,2017-12-23,IND,BAL,161.19,0.7557,BAL,0.7557,23,16,BAL,1
2017,16,2017-12-24,MIN,GB,-5.18,0.5428,GB,0.5428,0,16,MIN,0
2017,16,2017-12-24,TB,CAR,199.44,0.7941,CAR,0.7941,22,19,CAR,1
2017,16,2017-12-24,CLE,CHI,151.73,0.7455,CHI,0.7455,20,3,CHI,1
2017,16,2017-12-24,DET,CIN,5.45,0.558,CIN,0.558,26,17,CIN,1
2017,16,2017-12-24,MIA,KC,179.28,0.7744,KC,0.7744,29,13,KC,1
2017,16,2017-12-24,BUF,NE,326.59,0.8891,NE,0.8891,37,16,NE,1
2017,16,2017-12-24,ATL,NO,-17.12,0.5257,NO,0.5257,23,13,NO,1
2017,16,2017-12-24,LAC,NYJ,-92.05,0.4186,LAC,0.5814,7,14,LAC,1
2017,16,2017-12-24,LAR,TEN,-119.45,0.3808,LAR,0.6192,23,27,LAR,1
2017,16,2017-12-24,DEN,WAS,-116.84,0.3844,DEN,0.6156,27,11,WAS,0
2017,16,2017-12-24,JAX,SF,-68.28,0.4522,JAX,0.5478,44,33,SF,0
2017,16,2017-12-24,NYG,ARI,81.56,0.6617,ARI,0.6617,23,0,ARI,1
2017,16,2017-12-24,SEA,DAL,-84.36,0.4294,SEA,0.5706,12,21,SEA,1
2017,16,2017-12-25,PIT,HOU,-265.75,0.2094,PIT,0.7906,6,34,PIT,1
2017,16,2017-12-26,LV,PHI,211.83,0.8055,PHI,0.8055,19,10,PHI,1
2017,17,2017-12-31,GB,DET,-65.89,0.4557,GB,0.5443,35,11,DET,0
2017,17,2017-12-31,HOU,IND,-5.07,0.543,IND,0.543,22,13,IND,1
2017,17,2017-12-31,CHI,MIN,222.3,0.8147,MIN,0.8147,23,10,MIN,1
2017,17,2017-12-31,NYJ,NE,410.43,0.9285,NE,0.9285,26,6,NE,1
2017,17,2017-12-31,WAS,NYG,-49.37,0.4793,WAS,0.5207,18,10,NYG,0
2017,17,2017-12-31,DAL,PHI,66.06,0.6415,PHI,0.6415,0,6,DAL,0
2017,17,2017-12-31,CLE,PIT,474.62,0.9495,PIT,0.9495,28,24,PIT,1
2017,17,2017-12-31,CAR,ATL,3.38,0.555,ATL,0.555,22,10,ATL,1
2017,17,2017-12-31,CIN,BAL,49.13,0.6188,BAL,0.6188,27,31,CIN,0
2017,17,2017-12-31,KC,DEN,-98.98,0.409,KC,0.591,24,27,KC,1
2017,17,2017-12-31,SF,LAR,138.42,0.7307,LAR,0.7307,13,34,SF,0
2017,17,2017-12-31,LV,LAC,99.69,0.6847,LAC,0.6847,30,10,LAC,1
2017,17,2017-12-31,BUF,MIA,-36.04,0.4985,BUF,0.5015,16,22,BUF,1
2017,17,2017-12-31,ARI,SEA,155.08,0.7492,SEA,0.7492,24,26,ARI,0
2017,17,2017-12-31,NO,TB,-208.98,0.2686,NO,0.7314,31,24,TB,0
2017,17,2017-12-31,JAX,TEN,-34.83,0.5002,TEN,0.5002,15,10,TEN,1
2018,1,2018-09-07,ATL,PHI,14.14,0.5703,PHI,0.5703,18,12,PHI,1
2018,1,2018-09-09,BUF,BAL,76.39,0.655,BAL,0.655,47,3,BAL,1
2018,1,2018-09-09,PIT,CLE,-475.53,0.0734,PIT,0.9266,21,21,TIE,1
2018,1,2018-09-09,CIN,IND,-117.81,0.383,CIN,0.617,23,34,CIN,1
2018,1,2018-09-09,TEN,MIA,47.41,0.6164,MIA,0.6164,27,20,MIA,1
2018,1,2018-09-09,SF,MIN,211.2,0.8049,MIN,0.8049,24,16,MIN,1
2018,1,2018-09-09,HOU,NE,414.63,0.9301,NE,0.9301,27,20,NE,1
2018,1,2018-09-09,TB,NO,187.38,0.7825,NO,0.7825,40,48,TB,0
2018,1,2018-09-09,JAX,NYG,1.1,0.5518,NYG,0.5518,15,20,JAX,0
2018,1,2018-09-09,KC,LAC,-121.57,0.3779,KC,0.6221,28,38,KC,1
2018,1,2018-09-09,WAS,ARI,70.19,0.6469,ARI,0.6469,6,24,WAS,0
2018,1,2018-09-09,DAL,CAR,10.08,0.5645,CAR,0.5645,16,8,CAR,1
2018,1,2018-09-09,SEA,DEN,-123.36,0.3755,SEA,0.6245,27,24,DEN,0
2018,1,2018-09-10,CHI,GB,171.3,0.7663,GB,0.7663,24,23,GB,1
2018,1,2018-09-10,NYJ,DET,119.7,0.709,DET,0.709,17,48,NYJ,0
2018,1,2018-09-11,LAR,LV,-90.03,0.4215,LAR,0.5785,13,33,LAR,1
2018,2,2018-09-14,BAL,CIN,-44.93,0.4857,BAL,0.5143,34,23,CIN,0
2018,2,2018-09-16,CAR,ATL,9.44,0.5636,ATL,0.5636,31,24,ATL,1
2018,2,2018-09-16,LAC,BUF,-40.18,0.4925,LAC,0.5075,20,31,LAC,1
2018,2,2018-09-16,MIN,GB,-59.88,0.4643,MIN,0.5357,29,29,TIE,1
2018,2,2018-09-16,CLE,NO,358.44,0.9059,NO,0.9059,21,18,NO,1
2018,2,2018-09-16,MIA,NYJ,-13.79,0.5305,NYJ,0.5305,12,20,MIA,0
2018,2,2018-09-16,KC,PIT,43.37,0.6109,PIT,0.6109,37,42,KC,0
2018,2,2018-09-16,PHI,TB,-214.42,0.2625,PHI,0.7375,27,21,TB,0
2018,2,2018-09-16,HOU,TEN,-15.85,0.5275,TEN,0.5275,20,17,TEN,1
2018,2,2018-09-16,IND,WAS,55.66,0.6276,WAS,0.6276,9,21,IND,0
2018,2,2018-09-16,ARI,LAR,8.36,0.5621,LAR,0.5621,34,0,LAR,1
2018,2,2018-09-16,DET,SF,-101.05,0.4061,DET,0.5939,30,27,SF,0
2018,2,2018-09-16,LV,DEN,151.98,0.7458,DEN,0.7458,20,19,DEN,1
2018,2,2018-09-16,NE,JAX,-397.85,0.1102,NE,0.8898,31,20,JAX,0
2018,2,2018-09-17,NYG,DAL,158.3,0.7526,DAL,0.7526,20,13,DAL,1
2018,2,2018-09-18,SEA,CHI,-274.2,0.2015,SEA,0.7985,24,17,CHI,0
2018,3,2018-09-21,NYJ,CLE,-206.26,0.2717,NYJ,0.7283,21,17,CLE,0
2018,3,2018-09-23,NO,ATL,30.52,0.5932,ATL,0.5932,37,43,NO,0
2018,3,2018-09-23,DEN,BAL,32.2,0.5955,BAL,0.5955,27,14,BAL,1
2018,3,2018-09-23,CIN,CAR,30.95,0.5938,CAR,0.5938,31,21,CAR,1
2018,3,2018-09-23,NYG,HOU,-6.12,0.5415,HOU,0.5415,22,27,NYG,0
2018,3,2018-09-23,TEN,JAX,44.35,0.6123,JAX,0.6123,6,9,TEN,0
2018,3,2018-09-23,SF,KC,256.88,0.8429,KC,0.8429,38,27,KC,1
2018,3,2018-09-23,LV,MIA,68.29,0.6444,MIA,0.6444,28,20,MIA,1
2018,3,2018-09-23,BUF,MIN,149.26,0.7428,MIN,0.7428,6,27,BUF,0
2018,3,2018-09-23,IND,PHI,195.7,0.7905,PHI,0.7905,20,16,PHI,1
2018,3,2018-09-23,GB,WAS,-101.95,0.4048,GB,0.5952,31,17,WAS,0
2018,3,2018-09-23,LAC,LAR,1.73,0.5527,LAR,0.5527,35,23,LAR,1
2018,3,2018-09-23,CHI,ARI,88.48,0.6706,ARI,0.6706,14,16,CHI,0
2018,3,2018-09-23,DAL,SEA,71.21,0.6483,SEA,0.6483,24,13,SEA,1
2018,3,2018-09-24,NE,DET,-314.43,0.1668,NE,0.8332,26,10,DET,0
2018,3,2018-09-25,PIT,TB,-262.27,0.2128,PIT,0.7872,27,30,PIT,1
2018,4,2018-09-28,MIN,LAR,-53.68,0.4731,MIN,0.5269,38,31,LAR,0
2018,4,2018-09-30,CIN,ATL,53.86,0.6252,ATL,0.6252,36,37,CIN,0
2018,4,2018-09-30,TB,CHI,-26.2,0.5127,CHI,0.5127,48,10,CHI,1
2018,4,2018-09-30,DET,DAL,53.39,0.6245,DAL,0.6245,26,24,DAL,1
2018,4,2018-09-30,BUF,GB,52.91,0.6239,GB,0.6239,22,0,GB,1
2018,4,2018-09-30,HOU,IND,29.29,0.5915,IND,0.5915,34,37,HOU,0
2018,4,2018-09-30,NYJ,JAX,14.96,0.5714,JAX,0.5714,31,12,JAX,1
2018,4,2018-09-30,MIA,NE,322.93,0.887,NE,0.887,38,7,NE,1
2018,4,2018-09-30,PHI,TEN,-221.03,0.2552,PHI,0.7448,26,23,TEN,0
2018,4,2018-09-30,SEA,ARI,-176.21,0.3073,SEA,0.6927,17,20,SEA,1
2018,4,2018-09-30,CLE,LV,156.63,0.7508,LV,0.7508,45,42,LV,1
2018,4,2018-09-30,SF,LAC,116.04,0.7046,LAC,0.7046,29,27,LAC,1
2018,4,2018-09-30,NO,NYG,-174.54,0.3093,NO,0.6907,18,33,NO,1
2018,4,2018-10-01,BAL,PIT,102.4,0.688,PIT,0.688,14,26,BAL,0
2018,4,2018-10-02,KC,DEN,-127.01,0.3706,KC,0.6294,23,27,KC,1
2018,5,2018-10-05,IND,NE,375.61,0.914,NE,0.914,38,24,NE,1
2018,5,2018-10-07,TEN,BUF,66.47,0.642,BUF,0.642,13,12,BUF,1
2018,5,2018-10-07,NYG,CAR,188.22,0.7833,CAR,0.7833,33,31,CAR,1
2018,5,2018-10-07,MIA,CIN,91.68,0.6746,CIN,0.6746,27,17,CIN,1
2018,5,2018-10-07,BAL,CLE,-376.59,0.1228,BAL,0.8772,12,9,CLE,0
2018,5,2018-10-07,GB,DET,-44.52,0.4863,GB,0.5137,31,23,DET,0
2018,5,2018-10-07,JAX,KC,222.07,0.8145,KC,0.8145,30,14,KC,1
2018,5,2018-10-07,DEN,NYJ,-127.35,0.3701,DEN,0.6299,34,16,NYJ,0
2018,5,2018-10-07,ATL,PIT,78.7,0.658,PIT,0.658,41,17,PIT,1
